CensusArea,Age,Population
0801908106,25-29,100
0801908106,30-34,93
0801908106,35-39,96
0801908106,40-44,100
0801908106,45-49,106
0801908106,50-54,114
0801908106,55-59,69
0801908106,60-64,58
0801908106,65-69,56
0801908106,70-74,51
0801908106,75-79,40
0801908106,80-84,27
0801908106,85-89,22
0801908106,90-94,14
0801908106,95-99,3
0801908106,100,1
0801908107,0-4,59
0801908107,5-9,83
0801908107,10-14,94
0801908107,15-19,104
0801908107,20-24,121
0801908107,25-29,110
0801908107,30-34,113
0801908107,35-39,139
0801908107,40-44,125
0801908107,45-49,145
0801908107,50-54,160
0801908107,55-59,167
0801908107,60-64,147
0801908107,65-69,112
0801908107,70-74,83
0801908107,75-79,60
0801908107,80-84,40
0801908107,85-89,36
0801908107,90-94,26
0801908107,95-99,4
0801908107,100,1
0801908108,0-4,104
0801908108,5-9,117
0801908108,10-14,153
0801908108,15-19,144
0801908108,20-24,136
0801908108,25-29,129
0801908108,30-34,120
0801908108,35-39,158
0801908108,40-44,148
0801908108,45-49,175
0801908108,50-54,165
0801908108,55-59,138
0801908108,60-64,110
0801908108,65-69,77
0801908108,70-74,64
0801908108,75-79,40
0801908108,80-84,32
0801908108,85-89,16
0801908108,90-94,2
0801908108,95-99,4
0801908108,100,1
0801908109,0-4,40
0801908109,5-9,47
0801908109,10-14,51
0801908109,15-19,65
0801908109,20-24,44
0801908109,25-29,44
0801908109,30-34,61
0801908109,35-39,57
0801908109,40-44,70
0801908109,45-49,70
0801908109,50-54,81
0801908109,55-59,77
0801908109,60-64,55
0801908109,65-69,50
0801908109,70-74,41
0801908109,75-79,28
0801908109,80-84,21
0801908109,85-89,14
0801908109,90-94,8
0801908109,95-99,1
0801908109,100,0
0801908110,0-4,116
0801908110,5-9,124
0801908110,10-14,143
0801908110,15-19,113
0801908110,20-24,122
0801908110,25-29,151
0801908110,30-34,152
0801908110,35-39,146
0801908110,40-44,141
0801908110,45-49,169
0801908110,50-54,127
0801908110,55-59,134
0801908110,60-64,84
0801908110,65-69,62
0801908110,70-74,42
0801908110,75-79,36
0801908110,80-84,43
0801908110,85-89,47
0801908110,90-94,13
0801908110,95-99,2
0801908110,100,0
0801908111,0-4,70
0801908111,5-9,118
0801908111,10-14,89
0801908111,15-19,89
0801908111,20-24,118
0801908111,25-29,125
0801908111,30-34,122
0801908111,35-39,111
0801908111,40-44,126
0801908111,45-49,126
0801908111,50-54,122
0801908111,55-59,108
0801908111,60-64,75
0801908111,65-69,48
0801908111,70-74,42
0801908111,75-79,72
0801908111,80-84,47
0801908111,85-89,39
0801908111,90-94,11
0801908111,95-99,0
0801908111,100,0
0801908112,0-4,71
0801908112,5-9,105
0801908112,10-14,110
0801908112,15-19,106
0801908112,20-24,98
0801908112,25-29,119
0801908112,30-34,120
0801908112,35-39,111
0801908112,40-44,136
0801908112,45-49,132
0801908112,50-54,116
0801908112,55-59,98
0801908112,60-64,70
0801908112,65-69,73
0801908112,70-74,57
0801908112,75-79,68
0801908112,80-84,64
0801908112,85-89,21
0801908112,90-94,7
0801908112,95-99,4
0801908112,100,0
0801908113,0-4,95
0801908113,5-9,109
0801908113,10-14,104
0801908113,15-19,120
0801908113,20-24,145
0801908113,25-29,111
0801908113,30-34,123
0801908113,35-39,114
0801908113,40-44,143
0801908113,45-49,151
0801908113,50-54,117
0801908113,55-59,109
0801908113,60-64,70
0801908113,65-69,62
0801908113,70-74,87
0801908113,75-79,82
0801908113,80-84,53
0801908113,85-89,22
0801908113,90-94,13
0801908113,95-99,4
0801908113,100,0
0801908114,0-4,104
0801908114,5-9,101
0801908114,10-14,122
0801908114,15-19,116
0801908114,20-24,107
0801908114,25-29,111
0801908114,30-34,133
0801908114,35-39,126
0801908114,40-44,174
0801908114,45-49,174
0801908114,50-54,114
0801908114,55-59,129
0801908114,60-64,84
0801908114,65-69,86
0801908114,70-74,119
0801908114,75-79,84
0801908114,80-84,50
0801908114,85-89,25
0801908114,90-94,12
0801908114,95-99,4
0801908114,100,0
0801908115,0-4,85
0801908115,5-9,91
0801908115,10-14,100
0801908115,15-19,92
0801908115,20-24,95
0801908115,25-29,126
0801908115,30-34,116
0801908115,35-39,104
0801908115,40-44,119
0801908115,45-49,142
0801908115,50-54,127
0801908115,55-59,116
0801908115,60-64,86
0801908115,65-69,66
0801908115,70-74,52
0801908115,75-79,61
0801908115,80-84,63
0801908115,85-89,50
0801908115,90-94,9
0801908115,95-99,3
0801908115,100,0
0801908116,0-4,49
0801908116,5-9,69
0801908116,10-14,100
0801908116,15-19,84
0801908116,20-24,74
0801908116,25-29,72
0801908116,30-34,61
0801908116,35-39,96
0801908116,40-44,125
0801908116,45-49,129
0801908116,50-54,100
0801908116,55-59,83
0801908116,60-64,73
0801908116,65-69,67
0801908116,70-74,53
0801908116,75-79,48
0801908116,80-84,31
0801908116,85-89,40
0801908116,90-94,20
0801908116,95-99,7
0801908116,100,0
0801908215,0-4,82
0801908215,5-9,108
0801908215,10-14,120
0801908215,15-19,79
0801908215,20-24,53
0801908215,25-29,99
0801908215,30-34,103
0801908215,35-39,123
0801908215,40-44,128
0801908215,45-49,127
0801908215,50-54,87
0801908215,55-59,92
0801908215,60-64,74
0801908215,65-69,75
0801908215,70-74,97
0801908215,75-79,83
0801908215,80-84,34
0801908215,85-89,25
0801908215,90-94,9
0801908215,95-99,1
0801908215,100,1
0801909001,0-4,159
0801909001,5-9,156
0801909001,10-14,182
0801909001,15-19,151
0801909001,20-24,177
0801909001,25-29,243
0801909001,30-34,225
0801909001,35-39,154
0801909001,40-44,179
0801909001,45-49,256
0801909001,50-54,195
0801909001,55-59,174
0801909001,60-64,138
0801909001,65-69,76
0801909001,70-74,68
0801909001,75-79,62
0801909001,80-84,42
0801909001,85-89,34
0801909001,90-94,22
0801909001,95-99,0
0801909001,100,0
0801909002,0-4,122
0801909002,5-9,119
0801909002,10-14,116
0801909002,15-19,117
0801909002,20-24,148
0801909002,25-29,158
0801909002,30-34,178
0801909002,35-39,144
0801909002,40-44,157
0801909002,45-49,166
0801909002,50-54,184
0801909002,55-59,131
0801909002,60-64,124
0801909002,65-69,82
0801909002,70-74,67
0801909002,75-79,57
0801909002,80-84,52
0801909002,85-89,31
0801909002,90-94,14
0801909002,95-99,5
0801909002,100,0
0801909003,0-4,108
0801909003,5-9,121
0801909003,10-14,132
0801909003,15-19,103
0801909003,20-24,127
0801909003,25-29,150
0801909003,30-34,167
0801909003,35-39,146
0801909003,40-44,195
0801909003,45-49,172
0801909003,50-54,140
0801909003,55-59,125
0801909003,60-64,93
0801909003,65-69,85
0801909003,70-74,100
0801909003,75-79,93
0801909003,80-84,52
0801909003,85-89,34
0801909003,90-94,10
0801909003,95-99,2
0801909003,100,1
0801909004,0-4,73
0801909004,5-9,84
0801909004,10-14,80
0801909004,15-19,98
0801909004,20-24,90
0801909004,25-29,106
0801909004,30-34,104
0801909004,35-39,112
0801909004,40-44,116
0801909004,45-49,126
0801909004,50-54,128
0801909004,55-59,119
0801909004,60-64,96
0801909004,65-69,53
0801909004,70-74,68
0801909004,75-79,62
0801909004,80-84,46
0801909004,85-89,28
0801909004,90-94,15
0801909004,95-99,2
0801909004,100,0
0801909005,0-4,81
0801909005,5-9,71
0801909005,10-14,108
0801909005,15-19,74
0801909005,20-24,82
0801909005,25-29,110
0801909005,30-34,111
0801909005,35-39,109
0801909005,40-44,140
0801909005,45-49,179
0801909005,50-54,113
0801909005,55-59,117
0801909005,60-64,83
0801909005,65-69,75
0801909005,70-74,65
0801909005,75-79,53
0801909005,80-84,22
0801909005,85-89,25
0801909005,90-94,14
0801909005,95-99,3
0801909005,100,0
0801909006,0-4,52
0801909006,5-9,61
0801909006,10-14,80
0801909006,15-19,77
0801909006,20-24,64
0801909006,25-29,75
0801909006,30-34,86
0801909006,35-39,73
0801909006,40-44,100
0801909006,45-49,80
0801909006,50-54,105
0801909006,55-59,85
0801909006,60-64,99
0801909006,65-69,77
0801909006,70-74,35
0801909006,75-79,48
0801909006,80-84,26
0801909006,85-89,22
0801909006,90-94,16
0801909006,95-99,3
0801909006,100,0
0801909007,0-4,71
0801909007,5-9,72
0801909007,10-14,66
0801909007,15-19,69
0801909007,20-24,98
0801909007,25-29,74
0801909007,30-34,83
0801909007,35-39,75
0801909007,40-44,116
0801909007,45-49,112
0801909007,50-54,109
0801909007,55-59,94
0801909007,60-64,82
0801909007,65-69,75
0801909007,70-74,49
0801909007,75-79,24
0801909007,80-84,24
0801909007,85-89,14
0801909007,90-94,11
0801909007,95-99,1
0801909007,100,0
0801909008,0-4,64
0801909008,5-9,112
0801909008,10-14,217
0801909008,15-19,192
0801909008,20-24,82
0801909008,25-29,51
0801909008,30-34,60
0801909008,35-39,82
0801909008,40-44,132
0801909008,45-49,312
0801909008,50-54,221
0801909008,55-59,127
0801909008,60-64,61
0801909008,65-69,36
0801909008,70-74,20
0801909008,75-79,39
0801909008,80-84,13
0801909008,85-89,9
0801909008,90-94,4
0801909008,95-99,0
0801909008,100,0
0801909009,0-4,50
0801909009,5-9,61
0801909009,10-14,103
0801909009,15-19,86
0801909009,20-24,72
0801909009,25-29,51
0801909009,30-34,64
0801909009,35-39,74
0801909009,40-44,100
0801909009,45-49,163
0801909009,50-54,151
0801909009,55-59,78
0801909009,60-64,56
0801909009,65-69,46
0801909009,70-74,96
0801909009,75-79,89
0801909009,80-84,42
0801909009,85-89,21
0801909009,90-94,8
0801909009,95-99,6
0801909009,100,0
0801909010,0-4,62
0801909010,5-9,61
0801909010,10-14,80
0801909010,15-19,74
0801909010,20-24,118
0801909010,25-29,90
0801909010,30-34,92
0801909010,35-39,100
0801909010,40-44,143
0801909010,45-49,125
0801909010,50-54,112
0801909010,55-59,151
0801909010,60-64,142
0801909010,65-69,123
0801909010,70-74,88
0801909010,75-79,81
0801909010,80-84,69
0801909010,85-89,56
0801909010,90-94,23
0801909010,95-99,11
0801909010,100,0
0801909011,0-4,56
0801909011,5-9,80
0801909011,10-14,78
0801909011,15-19,84
0801909011,20-24,90
0801909011,25-29,130
0801909011,30-34,103
0801909011,35-39,90
0801909011,40-44,114
0801909011,45-49,109
0801909011,50-54,135
0801909011,55-59,110
0801909011,60-64,82
0801909011,65-69,88
0801909011,70-74,72
0801909011,75-79,81
0801909011,80-84,43
0801909011,85-89,38
0801909011,90-94,18
0801909011,95-99,3
0801909011,100,1
0801909013,0-4,132
0801909013,5-9,126
0801909013,10-14,117
0801909013,15-19,138
0801909013,20-24,130
0801909013,25-29,144
0801909013,30-34,167
0801909013,35-39,147
0801909013,40-44,142
0801909013,45-49,174
0801909013,50-54,152
0801909013,55-59,136
0801909013,60-64,114
0801909013,65-69,79
0801909013,70-74,46
0801909013,75-79,47
0801909013,80-84,37
0801909013,85-89,52
0801909013,90-94,20
0801909013,95-99,6
0801909013,100,2
0801909014,0-4,134
0801909014,5-9,164
0801909014,10-14,163
0801909014,15-19,169
0801909014,20-24,296
0801909014,25-29,431
0801909014,30-34,410
0801909014,35-39,329
0801909014,40-44,310
0801909014,45-49,328
0801909014,50-54,269
0801909014,55-59,232
0801909014,60-64,168
0801909014,65-69,106
0801909014,70-74,96
0801909014,75-79,90
0801909014,80-84,55
0801909014,85-89,39
0801909014,90-94,13
0801909014,95-99,1
0801909014,100,0
0801909015,0-4,82
0801909015,5-9,73
0801909015,10-14,100
0801909015,15-19,118
0801909015,20-24,103
0801909015,25-29,140
0801909015,30-34,118
0801909015,35-39,127
0801909015,40-44,159
0801909015,45-49,176
0801909015,50-54,153
0801909015,55-59,153
0801909015,60-64,94
0801909015,65-69,84
0801909015,70-74,54
0801909015,75-79,64
0801909015,80-84,51
0801909015,85-89,35
0801909015,90-94,15
0801909015,95-99,9
0801909015,100,0
0801909016,0-4,34
0801909016,5-9,37
0801909016,10-14,48
0801909016,15-19,50
0801909016,20-24,57
0801909016,25-29,72
0801909016,30-34,63
0801909016,35-39,71
0801909016,40-44,82
0801909016,45-49,79
0801909016,50-54,75
0801909016,55-59,119
0801909016,60-64,122
0801909016,65-69,128
0801909016,70-74,74
0801909016,75-79,63
0801909016,80-84,39
0801909016,85-89,30
0801909016,90-94,17
0801909016,95-99,1
0801909016,100,0
0801909017,0-4,56
0801909017,5-9,63
0801909017,10-14,78
0801909017,15-19,81
0801909017,20-24,78
0801909017,25-29,106
0801909017,30-34,69
0801909017,35-39,78
0801909017,40-44,131
0801909017,45-49,145
0801909017,50-54,119
0801909017,55-59,122
0801909017,60-64,96
0801909017,65-69,74
0801909017,70-74,69
0801909017,75-79,63
0801909017,80-84,33
0801909017,85-89,28
0801909017,90-94,10
0801909017,95-99,6
0801909017,100,0
0801909018,0-4,55
0801909018,5-9,71
0801909018,10-14,66
0801909018,15-19,83
0801909018,20-24,49
0801909018,25-29,57
0801909018,30-34,64
0801909018,35-39,92
0801909018,40-44,106
0801909018,45-49,113
0801909018,50-54,124
0801909018,55-59,117
0801909018,60-64,89
0801909018,65-69,78
0801909018,70-74,80
0801909018,75-79,76
0801909018,80-84,39
0801909018,85-89,62
0801909018,90-94,18
0801909018,95-99,2
0801909018,100,0
0801909019,0-4,120
0801909019,5-9,144
0801909019,10-14,140
0801909019,15-19,125
0801909019,20-24,118
0801909019,25-29,91
0801909019,30-34,140
0801909019,35-39,160
0801909019,40-44,222
0801909019,45-49,258
0801909019,50-54,186
0801909019,55-59,155
0801909019,60-64,227
0801909019,65-69,241
0801909019,70-74,155
0801909019,75-79,107
0801909019,80-84,33
0801909019,85-89,20
0801909019,90-94,16
0801909019,95-99,4
0801909019,100,0
0801909020,0-4,39
0801909020,5-9,37
0801909020,10-14,37
0801909020,15-19,49
0801909020,20-24,40
0801909020,25-29,56
0801909020,30-34,65
0801909020,35-39,69
0801909020,40-44,76
0801909020,45-49,82
0801909020,50-54,80
0801909020,55-59,70
0801909020,60-64,75
0801909020,65-69,61
0801909020,70-74,67
0801909020,75-79,88
0801909020,80-84,69
0801909020,85-89,36
0801909020,90-94,18
0801909020,95-99,4
0801909020,100,0
0801909021,0-4,48
0801909021,5-9,51
0801909021,10-14,65
0801909021,15-19,68
0801909021,20-24,66
0801909021,25-29,57
0801909021,30-34,92
0801909021,35-39,80
0801909021,40-44,101
0801909021,45-49,123
0801909021,50-54,104
0801909021,55-59,93
0801909021,60-64,85
0801909021,65-69,95
0801909021,70-74,92
0801909021,75-79,76
0801909021,80-84,46
0801909021,85-89,24
0801909021,90-94,13
0801909021,95-99,3
0801909021,100,1
0801909022,0-4,51
0801909022,5-9,66
0801909022,10-14,52
0801909022,15-19,48
0801909022,20-24,67
0801909022,25-29,61
0801909022,30-34,71
0801909022,35-39,84
0801909022,40-44,100
0801909022,45-49,100
0801909022,50-54,83
0801909022,55-59,70
0801909022,60-64,96
0801909022,65-69,87
0801909022,70-74,68
0801909022,75-79,68
0801909022,80-84,29
0801909022,85-89,33
0801909022,90-94,25
0801909022,95-99,8
0801909022,100,0
0801909023,0-4,40
0801909023,5-9,62
0801909023,10-14,55
0801909023,15-19,57
0801909023,20-24,50
0801909023,25-29,52
0801909023,30-34,84
0801909023,35-39,79
0801909023,40-44,81
0801909023,45-49,118
0801909023,50-54,86
0801909023,55-59,76
0801909023,60-64,99
0801909023,65-69,77
0801909023,70-74,76
0801909023,75-79,47
0801909023,80-84,21
0801909023,85-89,27
0801909023,90-94,12
0801909023,95-99,2
0801909023,100,1
0801909024,0-4,38
0801909024,5-9,50
0801909024,10-14,60
0801909024,15-19,54
0801909024,20-24,46
0801909024,25-29,52
0801909024,30-34,82
0801909024,35-39,87
0801909024,40-44,92
0801909024,45-49,81
0801909024,50-54,85
0801909024,55-59,79
0801909024,60-64,81
0801909024,65-69,56
0801909024,70-74,55
0801909024,75-79,55
0801909024,80-84,47
0801909024,85-89,47
0801909024,90-94,26
0801909024,95-99,6
0801909024,100,1
0801909025,0-4,43
0801909025,5-9,56
0801909025,10-14,59
0801909025,15-19,63
0801909025,20-24,54
0801909025,25-29,68
0801909025,30-34,68
0801909025,35-39,94
0801909025,40-44,104
0801909025,45-49,132
0801909025,50-54,98
0801909025,55-59,85
0801909025,60-64,74
0801909025,65-69,54
0801909025,70-74,78
0801909025,75-79,53
0801909025,80-84,24
0801909025,85-89,31
0801909025,90-94,18
0801909025,95-99,6
0801909025,100,1
0801909026,0-4,44
0801909026,5-9,62
0801909026,10-14,61
0801909026,15-19,58
0801909026,20-24,60
0801909026,25-29,58
0801909026,30-34,81
0801909026,35-39,116
0801909026,40-44,108
0801909026,45-49,103
0801909026,50-54,90
0801909026,55-59,96
0801909026,60-64,122
0801909026,65-69,101
0801909026,70-74,121
0801909026,75-79,86
0801909026,80-84,51
0801909026,85-89,30
0801909026,90-94,15
0801909026,95-99,3
0801909026,100,0
0801909027,0-4,38
0801909027,5-9,38
0801909027,10-14,51
0801909027,15-19,41
0801909027,20-24,47
0801909027,25-29,70
0801909027,30-34,80
0801909027,35-39,74
0801909027,40-44,109
0801909027,45-49,74
0801909027,50-54,55
0801909027,55-59,91
0801909027,60-64,104
0801909027,65-69,123
0801909027,70-74,147
0801909027,75-79,72
0801909027,80-84,32
0801909027,85-89,26
0801909027,90-94,11
0801909027,95-99,2
0801909027,100,0
0801909028,0-4,31
0801909028,5-9,73
0801909028,10-14,146
0801909028,15-19,136
0801909028,20-24,87
0801909028,25-29,45
0801909028,30-34,39
0801909028,35-39,45
0801909028,40-44,83
0801909028,45-49,222
0801909028,50-54,198
0801909028,55-59,140
0801909028,60-64,76
0801909028,65-69,54
0801909028,70-74,75
0801909028,75-79,42
0801909028,80-84,24
0801909028,85-89,15
0801909028,90-94,2
0801909028,95-99,0
0801909028,100,0
0801909029,0-4,26
0801909029,5-9,42
0801909029,10-14,40
0801909029,15-19,37
0801909029,20-24,51
0801909029,25-29,44
0801909029,30-34,46
0801909029,35-39,67
0801909029,40-44,80
0801909029,45-49,102
0801909029,50-54,78
0801909029,55-59,77
0801909029,60-64,72
0801909029,65-69,63
0801909029,70-74,101
0801909029,75-79,70
0801909029,80-84,32
0801909029,85-89,35
0801909029,90-94,8
0801909029,95-99,4
0801909029,100,1
0801909030,0-4,44
0801909030,5-9,83
0801909030,10-14,88
0801909030,15-19,99
0801909030,20-24,55
0801909030,25-29,62
0801909030,30-34,56
0801909030,35-39,61
0801909030,40-44,106
0801909030,45-49,183
0801909030,50-54,161
0801909030,55-59,98
0801909030,60-64,83
0801909030,65-69,54
0801909030,70-74,58
0801909030,75-79,65
0801909030,80-84,44
0801909030,85-89,39
0801909030,90-94,15
0801909030,95-99,2
0801909030,100,0
0801909031,0-4,25
0801909031,5-9,47
0801909031,10-14,105
0801909031,15-19,115
0801909031,20-24,71
0801909031,25-29,31
0801909031,30-34,29
0801909031,35-39,42
0801909031,40-44,61
0801909031,45-49,132
0801909031,50-54,140
0801909031,55-59,96
0801909031,60-64,70
0801909031,65-69,46
0801909031,70-74,35
0801909031,75-79,44
0801909031,80-84,39
0801909031,85-89,34
